,0,0,Initium,initium,,n-s---nn-
,0,0,mihi,ego,,p-s---md-
,0,0,operis,opus,1,n-s---ng-
,0,0,Servius,Servius,,n-s---mn-
,0,0,Galba,Galba,,n-s---mn-
,0,0,iterum,iterum,,d--------
,0,0,Titus,Titus,,n-s---mn-
,0,0,Vinius,Vinius,,n-s---mn-
,0,0,consules,consul,,n-p---mn-
,0,0,erunt,sum,1,v3pfia---
,0,0,nam,nam,,c--------
,0,0,post,post,,r--------
,0,0,conditam,condo,,v-srppfa-
,0,0,urbem,urbs,,n-s---fa-
,0,0,octingentos,octingenti,,m-p---ma-
,0,0,et,et,,c--------
,0,0,viginti,viginti,,m--------
,0,0,prioris,prior,,a-s---ngc
,0,0,aevi,aevum,,n-s---ng-
,0,0,annos,annus,,n-p---ma-
,0,0,multi,multus,,a-p---mn-
,0,0,auctores,auctor,,n-p---mn-
,0,0,rettulerunt,refero,,v3pria---
,0,0,dum,dum,,c--------
,0,0,res,res,,n-p---fn-
,0,0,populi,populus,1,n-s---mg-
,0,0,Romani,Romanus,,a-s---mg_
,0,0,memorabantur,memoro,,v3piip---
,0,0,pari,par,,a-s---fb_
,0,0,eloquentia,eloquentia,,n-s---fb-
,0,0,ac,atque,,c--------
,0,0,libertate,libertas,,n-s---fb-
,0,0,postquam,postquam,,c--------
,0,0,bellatum,bello,,v-srppnn-
,0,0,apud,apud,,r--------
,0,0,Actium,Actium,,n-s---na-
,0,0,atque,atque,,c--------
,0,0,omnem,omnis,,a-s---fa-
,0,0,potentiam,potentia,1,n-s---fa-
,0,0,ad,ad,,r--------
,0,0,unum,unus,,m-s---ma-
,0,0,conferri,confero,,v--pnp---
,0,0,pacis,pax,,n-s---fg-
,0,0,interfuit,intersum,,v3sria---
,0,0,magna,magnus,1,a-p---nn-
,0,0,illa,ille,,p-p---nn-
,0,0,ingenia,ingenium,,n-p---nn-
,0,0,cessere,cedo,1,v3pria---
,0,0,simul,simul,,d--------
,0,0,veritas,veritas,,n-s---fn-
,0,0,pluribus,multus,,a-p---mbc
,0,0,modis,modus,,n-p---mb-
,0,0,infracta,infringo,,v-srppfn-
,0,0,primum,primus,,d-------_
,0,0,inscitia,inscitia,,n-s---fb-
,0,0,rei,res,,n-s---fg-
,0,0,publicae,publicus,,a-s---fg-
,0,0,ut,ut,,c--------
,0,0,alienae,alienus,,a-s---fg-
,0,0,mox,mox,,d--------
,0,0,libidine,libido,,n-s---fb-
,0,0,adsentandi,assentor,,v___d_---
,0,0,aut,aut,,c--------
,0,0,rursus,rursus,,d--------
,0,0,odio,odium,1,n-s---nb-
,0,0,adversus,adversus,2,r--------
,0,0,dominantis,dominor,,v-ppp-ma-
,0,0,ita,ita,,d--------
,0,0,neutris,neuter,,a-p---md-
,0,0,cura,cura,,n-s---fn-
,0,0,posteritatis,posteritas,,n-s---fg-
,0,0,inter,inter,,r--------
,0,0,infensos,infensus,,a-p---ma-
,0,0,vel,vel,,c--------
,0,0,obnoxios,obnoxius,,a-p---ma-
,0,0,sed,sed,1,c--------
,0,0,ambitionem,ambitio,,n-s---fa-
,0,0,scriptoris,scriptor,,n-s---mg-
,0,0,facile,facilis,,d-------_
,0,0,averseris,aversor,1,v2spsd---
,0,0,obtrectatio,obtrectatio,,n-s---fn-
,0,0,et,et,,c--------
,0,0,livor,livor,,n-s---mn-
,0,0,pronis,pronus,,a-p---fb-
,0,0,auribus,auris,,n-p---fb-
,0,0,accipiuntur,accipio,,v3ppip---
,0,0,quippe,quippe,,d--------
,0,0,adulationi,adulatio,,n-s---fd-
,0,0,foedum,foedus,1,a-s---nn-
,0,0,crimen,crimen,,n-s---nn-
,0,0,servitutis,servitus,,n-s---fg-
,0,0,malignitati,malignitas,,n-s---fd-
,0,0,falsa,fallo,,v-srppfn-
,0,0,species,species,,n-s---fn-
,0,0,libertatis,libertas,,n-s---fg-
,0,0,inest,insum,,v3spia---
,0,0,mihi,ego,,p-s---md-
,0,0,Galba,Galba,,n-s---mn-
,0,0,Otho,Otho,,n-s---mn-
,0,0,Vitellius,Vitellius,,n-s---mn-
,0,0,nec,neque,,c--------
,0,0,beneficio,beneficium,,n-s---nb-
,0,0,nec,neque,,c--------
,0,0,iniuria,injuria,,n-s---fb-
,0,0,cogniti,cognosco,,v-prppmn-
,0,0,dignitatem,dignitas,,n-s---fa-
,0,0,nostram,noster,,p-s---fa-
,0,0,a,ab,,r--------
,0,0,Vespasiano,Vespasianus,,n-s---mb-
,0,0,incohatam,incoho,,v-srppfa-
,0,0,a,ab,,r--------
,0,0,Tito,Titus,,n-s---mb-
,0,0,auctam,augeo,,v-srppfa-
,0,0,a,ab,,r--------
,0,0,Domitiano,Domitianus,,n-s---mb-
,0,0,longius,longus,,d-------c
,0,0,provectam,proveho,,v-srppfa-
,0,0,non,non,,d--------
,0,0,abnuerim,abnuo,,v1srsa---
,0,0,sed,sed,1,c--------
,0,0,incorruptam,incorruptus,,a-s---fa-
,0,0,fidem,fides,1,n-s---fa-
,0,0,professis,profiteor,,v-prpdmd_
,0,0,neque,neque,,c--------
,0,0,amore,amor,,n-s---mb-
,0,0,quisquam,quisquam,,p-s---mn-
,0,0,et,et,,c--------
,0,0,sine,sine,,r--------
,0,0,odio,odium,1,n-s---nb-
,0,0,dicendus,dico,2,v-s-g-mn-
,0,0,est,sum,1,v3spia---
,0,0,quod,quod,1,c--------
,0,0,si,si,,c--------
,0,0,vita,vita,,n-s---fn-
,0,0,suppeditet,suppedito,,v3spsa---
,0,0,principatum,principatus,,n-s---ma-
,0,0,divi,divus,,a-s---mg-
,0,0,Nervae,Nerva,,n-s---mg-
,0,0,et,et,,c--------
,0,0,imperium,imperium,,n-s---na-
,0,0,Traiani,Trajanus,,n-s---mg-
,0,0,uberiorem,uber,2,a-s---fac
,0,0,securiorem,securus,,a-s---fac
,0,0,-que,-que,,c--------
,0,0,materiam,materia,,n-s---fa-
,0,0,senectuti,senectus,2,n-s---fd-
,0,0,seposui,sepono,,v1sria---
,0,0,rara,rarus,,a-s---fb-
,0,0,temporum,tempus,,n-p---ng-
,0,0,felicitate,felicitas,1,n-s---fb-
,0,0,ubi,ubi,,d--------
,0,0,sentire,sentio,,v--pna---
,0,0,quae,qui,1,p-p---na-
,0,0,velis,volo,1,v2spsa---
,0,0,et,et,,c--------
,0,0,quae,qui,1,p-p---na-
,0,0,sentias,sentio,,v2spsa---
,0,0,dicere,dico,2,v--pna---
,0,0,licet,licet,,v3spia---
,0,0,Opus,opus,1,n-s---na-
,0,0,adgredior,aggredior,,v1spid---
,0,0,opimum,opimus,,a-s---na-
,0,0,casibus,casus,1,n-p---mb-
,0,0,atrox,atrox,,a-s---na-
,0,0,proeliis,proelium,,n-p---nb-
,0,0,discors,discors,,a-s---na_
,0,0,seditionibus,seditio,,n-p---fb-
,0,0,ipsa,ipse,,p-s---fb-
,0,0,etiam,etiam,,c--------
,0,0,pace,pax,,n-s---fb-
,0,0,saevum,saevus,,a-s---na-
,0,0,quattuor,quattuor,,m--------
,0,0,principes,princeps,,a-p---mn_
,0,0,ferro,ferrum,,n-s---nb-
,0,0,interempti,interimo,,v-prppmn-
,0,0,trina,trini,,m-p---nn-
,0,0,bella,bellum,,n-p---nn-
,0,0,civilia,civilis,1,a-p---nn-
,0,0,plura,multus,,a-p---nnc
,0,0,externa,externus,,a-p---nn-
,0,0,ac,atque,,c--------
,0,0,plerumque,plerusque,,d-------_
,0,0,permixta,permisceo,,v-prppnn_
,0,0,prosperae,prosper,,a-p---fn-
,0,0,in,in,,r--------
,0,0,Oriente,orior,,v-spp-mb-
,0,0,adversae,adverto,,v-prppfn-
,0,0,in,in,,r--------
,0,0,Occidente,occido,2,v-spp-mb-
,0,0,res,res,,n-p---fn-
,0,0,turbatum,turbo,1,v-srppnn-
,0,0,Illyricum,Illyricum,,n-s---nn-
,0,0,Galliae,Gallia,,n-p---fn-
,0,0,nutantes,nuto,,v-ppp-fn-
,0,0,perdomita,perdomo,,v-srppfn-
,0,0,Britannia,Britannia,,n-s---fn-
,0,0,et,et,,c--------
,0,0,statim,statim,,d--------
,0,0,omissa,omitto,,v-srppfn-
,0,0,coortae,coorior,,v-prpdfn_
,0,0,in,in,,r--------
,0,0,nos,nos,,p-p---ma-
,0,0,Sarmatarum,Sarmata,,n-p---mg-
,0,0,ac,atque,,c--------
,0,0,Sueborum,Suevi,,n-p---mg-
,0,0,gentes,gens,,n-p---fn-
,0,0,nobilitatus,nobilito,,v-srppmn-
,0,0,cladibus,clades,,n-p---fb-
,0,0,mutuis,mutuus,,a-p---fb-
,0,0,Dacus,Daci,,n-s---mn-
,0,0,mota,moveo,,v-prppnn-
,0,0,prope,prope,,d--------
,0,0,etiam,etiam,,c--------
,0,0,Parthorum,Parthi,,n-p---mg-
,0,0,arma,arma,,n-p---nn-
,0,0,falsi,fallo,,v-srppmg-
,0,0,Neronis,Nero,,n-s---mg-
,0,0,ludibrio,ludibrium,,n-s---nb-
,0,0,iam,jam,,d--------
,0,0,vero,verus,,d-------_
,0,0,Italia,Italia,,n-s---fn-
,0,0,novis,novus,,a-p---fb-
,0,0,cladibus,clades,,n-p---fb-
,0,0,vel,vel,,c--------
,0,0,post,post,,r--------
,0,0,longam,longus,,a-s---fa-
,0,0,saeculorum,saeculum,,n-p---ng-
,0,0,seriem,series,,n-s---fa-
,0,0,repetitis,repeto,,v-prppfb-
,0,0,adflicta,affligo,,v-srppfn-
,0,0,haustae,haurio,,v-prppfn-
,0,0,aut,aut,,c--------
,0,0,obrutae,obruo,,v-prppfn-
,0,0,urbes,urbs,,n-p---fn-
,0,0,fecundissima,fecundus,,a-s---fns
,0,0,Campaniae,Campania,,n-s---fg-
,0,0,ora,ora,1,n-s---fn-
,0,0,et,et,,c--------
,0,0,urbs,urbs,,n-s---fn-
,0,0,incendiis,incendium,,n-p---nb-
,0,0,vastata,vasto,,v-srppfn-
,0,0,consumptis,consumo,,v-prppnb-
,0,0,antiquissimis,antiquus,,a-p---nbs
,0,0,delubris,delubrum,,n-p---nb-
,0,0,ipso,ipse,,p-s---nb-
,0,0,Capitolio,Capitolium,,n-s---nb-
,0,0,civium,civis,,n-p---mg-
,0,0,manibus,manus,1,n-p---fb-
,0,0,incenso,incendo,,v-srppnb-
,0,0,pollutae,polluo,,v-prppfn-
,0,0,caerimoniae,caerimonia,,n-p---fn-
,0,0,magna,magnus,1,a-p---nn-
,0,0,adulteria,adulterium,,n-p---nn-
,0,0,plenum,plenus,,a-s---nn-
,0,0,exiliis,exsilium,,n-p---nb-
,0,0,mare,mare,,n-s---nn-
,0,0,infecti,inficio,,v-prppmn-
,0,0,caedibus,caedes,,n-p---fb-
,0,0,scopuli,scopulus,,n-p---mn-
,0,0,atrocius,atrox,,d-------c
