satyricon,26,0,Venerat,venio,1,v3slia---
satyricon,26,0,iam,jam,1,d--------
satyricon,26,0,tertius,tertius,1,a-s---mn-
satyricon,26,0,dies,dies,1,n-s---mn-
satyricon,26,0,id,is,1,p-s---nn-
satyricon,26,0,est,sum,1,v3spia---
satyricon,26,0,expectatio,expectatio,,n-s---fn-
satyricon,26,0,liberae,liber,1,a-s---fg-
satyricon,26,0,cenae,cena,1,n-s---fg-
satyricon,26,0,sed,sed,1,c--------
satyricon,26,0,tot,tot,1,d--------
satyricon,26,0,vulneribus,vulnus,1,n-p---nb-
satyricon,26,0,confossis,confossus,1,a-p---nb-
satyricon,26,0,fuga,fuga,1,n-s---fn-
satyricon,26,0,magis,magis,1,d--------
satyricon,26,0,placebat,placeo,1,v3siia---
satyricon,26,0,quam,quam,1,c--------
satyricon,26,0,quies,quies,1,n-s---fn-
satyricon,26,0,Itaque,ita,1,d--------
satyricon,26,0,cum,cum,1,c--------
satyricon,26,0,maesti,maestus,1,a-p---mn-
satyricon,26,0,deliberaremus,delibero,,v1pisa---
satyricon,26,0,quonam,quonam,,p-s---nb-
satyricon,26,0,genere,genus,1,n-s---nb-
satyricon,26,0,praesentem,praesens,1,a-s---fa-
satyricon,26,0,evitaremus,evito,1,v1pisa---
satyricon,26,0,procellam,procella,1,n-s---fa-
satyricon,26,0,unus,unus,1,a-s---mn-
satyricon,26,0,servus,servus,2,n-s---mn-
satyricon,26,0,Agamemnonis,Agamemnon,1,n-s---mg-
satyricon,26,0,interpellavit,interpello,1,v3sria---
satyricon,26,0,trepidantes,trepido,1,v-pppama-
satyricon,26,0,et,et,1,c--------
satyricon,26,0,Quid,quis,1,p-s---na-
satyricon,26,0,vos,tu,1,p-p---mn-
satyricon,26,0,inquit,inquam,1,v3spia---
satyricon,26,0,nescitis,nescio,1,v2ppia---
satyricon,26,0,hodie,hodie,1,d--------
satyricon,26,0,apud,apud,1,r--------
satyricon,26,0,quem,quis,1,p-s---ma-
satyricon,26,0,fiat,fio,1,v3spsa---
satyricon,26,0,Trimalchio,Trimalchio,1,n-s---mn-
satyricon,26,0,lautissimus,lavo,1,a-s---mns
satyricon,26,0,homo,homo,1,n-s---mn-
satyricon,26,0,horologium,horologium,1,n-s---na-
satyricon,26,0,in,in,1,r--------
satyricon,26,0,triclinio,triclinium,1,n-s---nb-
satyricon,26,0,et,et,1,c--------
satyricon,26,0,bucinatorem,bucinator,1,n-s---ma-
satyricon,26,0,habet,habeo,1,v3spia---
satyricon,26,0,subornatum,suborno,1,v-srppma-
satyricon,26,0,ut,ut,1,d--------
satyricon,26,0,subinde,subinde,1,d--------
satyricon,26,0,sciat,scio,1,v3spsa---
satyricon,26,0,quantum,quantus,1,a-s---na-
satyricon,26,0,de,de,1,r--------
satyricon,26,0,vita,vita,1,n-s---fb-
satyricon,26,0,perdiderit,perdo,1,v3srsa---
satyricon,26,0,Amicimur,amicio,,v1ppip---
satyricon,26,0,ergo,ergo,1,d--------
satyricon,26,0,diligenter,diligenter,1,d--------
satyricon,26,0,obliti,obliviscor,1,v-prppmn-
satyricon,26,0,omnium,omnis,1,a-p---ng-
satyricon,26,0,malorum,malum,1,n-p---ng-
satyricon,26,0,et,et,1,c--------
satyricon,26,0,Gitona,Giton,,n-s---ma-
satyricon,26,0,libentissime,libet,1,d--------
