,2,1,Cum,cum,,c--------
,2,1,esset,sum,1,v3sisa---
,2,1,Caesar,Caesar,,n-s---mn-
,2,1,in,in,,r--------
,2,1,citeriore,citer,,a-s---fbc
,2,1,Gallia,Gallia,,n-s---fb-
,2,1,in,in,1,r--------
,2,1,hibernis,hibernus,,a-p---nb-
,2,1,ita,ita,,d--------
,2,1,uti,ut,,c--------
,2,1,supra,supra,,d--------
,2,1,demonstravimus,demonstro,,v1pria---
,2,1,crebri,creber,,a-p---mn-
,2,1,ad,ad,1,r--------
,2,1,eum,is,,p-s---ma-
,2,1,rumores,rumor,,n-p---mn-
,2,1,adferebantur,affero,,v3piip---
,2,1,litteris,littera,,n-p---fb-
,2,1,-que,-que,,c--------
,2,1,item,item,,d--------
,2,1,Labieni,Labienus,,n-s---mg-
,2,1,certior,certus,,a-s---mnc
,2,1,fiebat,fio,,v3siia---
,2,1,omnes,omnis,,a-p---ma-
,2,1,Belgas,Belgae,,n-p---ma-
,2,1,quam,qui,1,p-s---fa-
,2,1,tertiam,tertius,,m-s---fa-
,2,1,esse,sum,1,v--pna---
,2,1,Galliae,Gallia,,n-s---fg-
,2,1,partem,pars,,n-s---fa-
,2,1,dixeramus,dico,2,v1plia---
,2,1,contra,contra,,r--------
,2,1,populum,populus,1,n-s---ma-
,2,1,Romanum,Romanus,,a-s---ma_
,2,1,coniurare,conjuro,,v--pna---
,2,1,obsides,obses,,n-p---ma-
,2,1,-que,-que,,c--------
,2,1,inter,inter,,r--------
,2,1,se,sui,,p-p---ma-
,2,1,dare,do,,v--pna---
,2,1,Coniurandi,conjuro,,v___d_-g-
,2,1,has,hic,1,p-p---fa-
,2,1,esse,sum,1,v--pna---
,2,1,causas,causa,1,n-p---fa-
,2,1,primum,primus,,d-------_
,2,1,quod,quod,1,c--------
,2,1,vererentur,vereor,,v3pisd---
,2,1,ne,ne,1,c--------
,2,1,omni,omnis,1,a-s---fb-
,2,1,pacata,paco,2,v-srppfb-
,2,1,Gallia,Gallia,1,n-s---fb-
,2,1,ad,ad,1,r--------
,2,1,eos,is,1,p-p---ma-
,2,1,exercitus,exercitus,2,n-s---mn-
,2,1,noster,noster,,p-s---mn-
,2,1,adduceretur,adduco,1,v3sisp---
,2,1,deinde,deinde,1,d--------
,2,1,quod,quod,1,c--------
,2,1,ab,ab,1,r--------
,2,1,non,non,1,d--------
,2,1,nullis,nullus,1,a-p---mb-
,2,1,Gallis,Galli,1,n-p---mb-
,2,1,sollicitarentur,sollicito,1,v3pisp---
,2,1,partim,pars,,d--------
,2,1,qui,qui,1,p-p---mn-
,2,1,ut,ut,,c--------
,2,1,Germanos,Germani,1,n-p---ma-
,2,1,diutius,diu,,d-------c
,2,1,in,in,1,r--------
,2,1,Gallia,Gallia,1,n-s---fb-
,2,1,versari,verso,1,v--pnp---
,2,1,noluerant,nolo,1,v3plia---
,2,1,ita,ita,1,d--------
,2,1,populi,populus,1,n-s---mg-
,2,1,Romani,Romanus,1,a-s---mg-
,2,1,exercitum,exercitus,2,n-s---ma-
,2,1,hiemare,hiemo,1,v--pna---
,2,1,atque,atque,1,c--------
,2,1,inveterascere,inveterasco,1,v--pna---
,2,1,in,in,1,r--------
,2,1,Gallia,Gallia,1,n-s---fb-
,2,1,moleste,molestus,1,d--------
,2,1,ferebant,fero,1,v3piia---
,2,1,partim,pars,1,d--------
,2,1,qui,qui,1,p-p---mn-
,2,1,mobilitate,mobilitas,1,n-s---fb-
,2,1,et,et,1,c--------
,2,1,levitate,levitas,1,n-s---fb-
,2,1,animi,animus,1,n-s---mg-
,2,1,novis,novus,1,a-p---nd-
,2,1,imperiis,imperium,1,n-p---nd-
,2,1,studebant,studeo,1,v3piia---
,2,1,ab,ab,1,r--------
,2,1,non,non,1,d--------
,2,1,nullis,nullus,1,a-p---mb-
,2,1,etiam,etiam,1,d--------
,2,1,quod,quod,1,c--------
,2,1,in,in,1,r--------
,2,1,Gallia,Gallia,1,n-s---fb-
,2,1,a,ab,1,r--------
,2,1,potentioribus,possum,,v-pppambc
,2,1,atque,atque,1,c--------
,2,1,iis,is,1,p-p---mb-
,2,1,qui,qui,1,p-p---mn-
,2,1,ad,ad,1,r--------
,2,1,conducendos,conduco,,v-p-g-ma-
,2,1,homines,homo,1,n-p---ma-
,2,1,facultates,facultas,1,n-p---fa-
,2,1,habebant,habeo,1,v3piia---
,2,1,vulgo,vulgus,,d-------_
,2,1,regna,regnum,1,n-p---nn-
,2,1,occupabantur,occupo,1,v3piip---
,2,1,qui,qui,1,p-p---mn-
,2,1,minus,parvus,,d-------c
,2,1,facile,facilis,1,d--------
,2,1,eam,is,1,p-s---fa-
,2,1,rem,res,1,n-s---fa-
,2,1,imperio,imperium,1,n-s---nb-
,2,1,nostro,noster,,p-s---nb-
,2,1,consequi,consequor,,v--pnd---
,2,1,poterant,possum,1,v3piia---
